+-----+---------+--------------+-----------+----+----+-------+
|  #  | hold_id | placement_id | hold_role | x  | y  | count |
|  77 |   1241  |     1511     |     15    | 12 | 14 |  2840 |
|  78 |   1298  |     1512     |     15    | 16 | 14 |  1692 |
|  79 |   1181  |     1519     |     15    | 6  | 16 |  1838 |
|  80 |   1358  |     1531     |     15    | 20 | 18 |  3649 |
|  81 |   1304  |     1548     |     15    | 16 | 22 |  1866 |
|  82 |   1444  |     1560     |     15    | 26 | 24 |  1662 |
|  83 |   1364  |     1567     |     15    | 20 | 26 |  821  |
|  84 |   1478  |     1569     |     15    | 28 | 26 |  920  |
|  85 |   1406  |     1478     |     15    | 24 | 6  |  3161 |
|  86 |   1634  |     1482     |     15    | 40 | 6  |  2894 |
|  87 |   1583  |     1517     |     15    | 36 | 14 |  1930 |
|  88 |   1646  |     1554     |     15    | 40 | 22 |  1707 |
|  89 |   1355  |     1513     |     15    | 20 | 14 |  4440 |
|  90 |   1330  |     1558     |     15    | 18 | 24 |  1652 |
|  91 |   1250  |     1565     |     15    | 12 | 26 |  761  |
|  92 |   1154  |     1083     |     15    | 19 | 1  |  2980 |
|  93 |   1158  |     1085     |     15    | 15 | 1  |  2212 |
|  94 |   1457  |     1133     |     15    | 25 | 7  |  4039 |
|  95 |   1573  |     1472     |     15    | 34 | 4  |  2254 |
|  96 |   1418  |     1550     |     15    | 24 | 22 |  1573 |
|  97 |   1253  |     1583     |     15    | 12 | 30 |  311  |
|  98 |   1324  |     1594     |     15    | 18 | 32 |  106  |
|  99 |   1462  |     1117     |     15    | 27 | 5  |  1526 |
| 100 |   1147  |     1454     |     15    | 26 | 0  |  6625 |
| 101 |   1149  |     1455     |     15    | 24 | 0  |  7075 |
| 102 |   1409  |     1496     |     15    | 24 | 10 |  3387 |
| 103 |   1447  |     1542     |     15    | 26 | 20 |  3071 |
| 104 |   1285  |     1485     |     15    | 14 | 8  |  3364 |
| 105 |   1222  |     1520     |     15    | 10 | 16 |  1904 |
| 106 |   1167  |     1089     |     15    | 7  | 1  |  1991 |
| 107 |   1451  |     1201     |     15    | 25 | 15 |  791  |
| 108 |   1516  |     1471     |     15    | 30 | 4  |  3185 |
| 109 |   1570  |     1490     |     15    | 34 | 8  |  1871 |
| 110 |   1348  |     1113     |     15    | 19 | 5  |  2519 |
| 111 |   1155  |     1458     |     15    | 18 | 0  |  6033 |
| 112 |   1168  |     1090     |     15    | 7  | 3  |  1380 |
| 113 |   1233  |     1092     |     15    | 11 | 3  |  1762 |
| 114 |   1170  |     1107     |     15    | 7  | 5  |  1446 |
| 115 |   1234  |     1109     |     15    | 11 | 5  |  162  |
| 116 |   1287  |     1110     |     15    | 13 | 5  |  2002 |
| 117 |   1174  |     1141     |     15    | 7  | 9  |  1032 |
| 118 |   1284  |     1144     |     15    | 13 | 9  |  2023 |
| 119 |   1524  |     1170     |     15    | 31 | 11 |  1614 |
| 120 |   1644  |     1242     |     15    | 39 | 19 |  845  |
| 121 |   1504  |     1543     |     15    | 30 | 20 |  1997 |
| 122 |   1207  |     1380     |     15    | 9  | 37 |   25  |
| 123 |   1523  |     1498     |     15    | 32 | 10 |  2364 |
| 124 |   1455  |     1150     |     15    | 25 | 9  |  2000 |
| 125 |   1143  |     1452     |     15    | 30 | 0  |  6190 |
| 126 |   1555  |     1580     |     15    | 34 | 28 |  576  |
| 127 |   1472  |     1533     |     15    | 28 | 18 |  2375 |
| 128 |   1633  |     1123     |     15    | 39 | 5  |  197  |
| 129 |   1566  |     1188     |     15    | 33 | 13 |  892  |
| 130 |   1135  |     1448     |     15    | 38 | 0  |  1434 |
| 131 |   1141  |     1451     |     15    | 32 | 0  |  4842 |
| 132 |   1354  |     1181     |     15    | 19 | 13 |  1713 |
| 133 |   1531  |     1255     |     15    | 31 | 21 |  1024 |
| 134 |   1466  |     1497     |     15    | 28 | 10 |  2690 |
| 135 |   1450  |     1524     |     15    | 26 | 16 |  2859 |
| 136 |   1219  |     1538     |     15    | 10 | 20 |  1060 |
| 137 |   1232  |     1091     |     15    | 9  | 3  |  1047 |
| 138 |   1136  |     1074     |     15    | 37 | 1  |  962  |
| 139 |   1140  |     1076     |     15    | 33 | 1  |  2233 |
| 140 |   1565  |     1205     |     15    | 33 | 15 |  976  |
| 141 |   1529  |     1534     |     15    | 32 | 18 |  3448 |
| 142 |   1586  |     1535     |     15    | 36 | 18 |  2064 |
| 143 |   1558  |     1562     |     15    | 34 | 24 |  1251 |
| 144 |   1225  |     1502     |     15    | 10 | 12 |  1654 |
| 145 |   1449  |     1218     |     15    | 25 | 17 |  841  |
| 146 |   1144  |     1078     |     15    | 29 | 1  |  2062 |
| 147 |   1532  |     1552     |     15    | 32 | 22 |  1477 |
| 148 |   1405  |     1115     |     15    | 23 | 5  |  457  |
| 149 |   1397  |     1165     |     15    | 21 | 11 |  1198 |
| 150 |   1454  |     1167     |     15    | 25 | 11 |  169  |
| 151 |   1394  |     1199     |     15    | 21 | 15 |  405  |
| 152 |   1392  |     1216     |     15    | 21 | 17 |  327  |
| 153 |   1386  |     1284     |     15    | 21 | 25 |  233  |
| 154 |   1443  |     1286     |     15    | 25 | 25 |  309  |
| 155 |   1383  |     1318     |     15    | 21 | 29 |   95  |
| 156 |   1440  |     1320     |     15    | 25 | 29 |  118  |
| 157 |   1380  |     1352     |     15    | 21 | 33 |   26  |
| 158 |   1437  |     1354     |     15    | 25 | 33 |   35  |
| 159 |   1481  |     1587     |     15    | 28 | 30 |  254  |
| 160 |   1415  |     1532     |     15    | 24 | 18 |  3469 |
| 161 |   1640  |     1518     |     15    | 40 | 14 |  2146 |
| 162 |   1335  |     1214     |     15    | 17 | 17 |  1495 |
| 163 |   1345  |     1468     |     15    | 18 | 4  |  3560 |
| 164 |   1396  |     1505     |     15    | 22 | 12 |  3504 |
| 165 |   1336  |     1522     |     15    | 18 | 16 |  2202 |
| 166 |   1475  |     1551     |     15    | 28 | 22 |  2250 |
| 167 |   1535  |     1570     |     15    | 32 | 26 |  1143 |
| 168 |   1581  |     1172     |     15    | 35 | 11 |  221  |
| 169 |   1185  |     1537     |     15    | 6  | 20 |  1809 |
| 170 |   1276  |     1539     |     15    | 14 | 20 |  1673 |
| 171 |   1390  |     1541     |     15    | 22 | 20 |  2556 |
| 172 |   1164  |     1088     |     15    | 9  | 1  |  1177 |
| 173 |   1157  |     1459     |     15    | 16 | 0  |  6915 |
| 174 |   1161  |     1461     |     15    | 12 | 0  |  5199 |
| 175 |   1288  |     1467     |     15    | 14 | 4  |  2880 |
| 176 |   1235  |     1475     |     15    | 12 | 6  |  1782 |
| 177 |   1292  |     1476     |     15    | 16 | 6  |  2681 |
| 178 |   1416  |     1234     |     15    | 23 | 19 |  889  |
| 179 |   1621  |     1527     |     15    | 38 | 16 |  1368 |
| 180 |   1216  |     1556     |     15    | 10 | 24 |  810  |
| 181 |   1283  |     1161     |     15    | 13 | 11 |  1222 |
| 182 |   1302  |     1230     |     15    | 15 | 19 |  135  |
| 183 |   1152  |     1082     |     15    | 21 | 1  |  2618 |
| 184 |   1582  |     1189     |     15    | 35 | 13 |  140  |
| 185 |   1510  |     1507     |     15    | 30 | 12 |  2420 |
| 186 |   1350  |     1130     |     15    | 19 | 7  |  2198 |
| 187 |   1467  |     1168     |     15    | 27 | 11 |  1331 |
| 188 |   1334  |     1231     |     15    | 17 | 19 |  956  |
| 189 |   1138  |     1075     |     15    | 35 | 1  |  1118 |
| 190 |   1142  |     1077     |     15    | 31 | 1  |  1812 |
| 191 |   1218  |     1244     |     15    | 9  | 21 |  459  |
| 192 |   1286  |     1127     |     15    | 13 | 7  |  967  |
| 193 |   1295  |     1494     |     15    | 16 | 10 |  2083 |
| 194 |   1569  |     1154     |     15    | 33 | 9  |  2190 |
| 195 |   1587  |     1240     |     15    | 35 | 19 |  258  |
| 196 |   1650  |     1310     |     15    | 39 | 27 |  178  |
| 197 |   1637  |     1500     |     15    | 40 | 10 |  2613 |
| 198 |   1367  |     1585     |     15    | 20 | 30 |  272  |
| 199 |   1417  |     1251     |     15    | 23 | 21 |  519  |
| 200 |   1534  |     1289     |     15    | 31 | 25 |  557  |
| 201 |   1567  |     1508     |     15    | 34 | 12 |  2959 |
| 202 |   1411  |     1183     |     15    | 23 | 13 |  1743 |
| 203 |   1508  |     1203     |     15    | 29 | 15 |  1365 |
| 204 |   1331  |     1265     |     15    | 17 | 23 |  515  |
| 205 |   1393  |     1523     |     15    | 22 | 16 |  3119 |
| 206 |   1589  |     1553     |     15    | 36 | 22 |  1805 |
| 207 |   1297  |     1179     |     15    | 15 | 13 |  216  |
| 208 |   1338  |     1180     |     15    | 17 | 13 |  184  |
| 209 |   1395  |     1182     |     15    | 21 | 13 |  421  |
| 210 |   1452  |     1184     |     15    | 25 | 13 |  354  |
| 211 |   1391  |     1233     |     15    | 21 | 19 |  624  |
| 212 |   1448  |     1235     |     15    | 25 | 19 |  686  |
| 213 |   1404  |     1098     |     15    | 23 | 3  |  708  |
| 214 |   1407  |     1132     |     15    | 23 | 7  |  225  |
| 215 |   1408  |     1149     |     15    | 23 | 9  |  288  |
| 216 |   1414  |     1217     |     15    | 23 | 17 |  292  |
| 217 |   1419  |     1268     |     15    | 23 | 23 |  233  |
| 218 |   1291  |     1111     |     15    | 15 | 5  |  887  |
| 219 |   1515  |     1118     |     15    | 29 | 5  |  1304 |
| 220 |   1227  |     1142     |     15    | 9  | 9  |  1258 |
| 221 |   1282  |     1503     |     15    | 14 | 12 |  3299 |
| 222 |   1278  |     1212     |     15    | 13 | 17 |  1214 |
| 223 |   1526  |     1516     |     15    | 32 | 14 |  3379 |
| 224 |   1441  |     1578     |     15    | 26 | 28 |  589  |
| 225 |   1247  |     1547     |     15    | 12 | 22 |  2430 |
| 226 |   1344  |     1112     |     15    | 17 | 5  |  236  |
| 227 |   1401  |     1114     |     15    | 21 | 5  |  382  |
| 228 |   1468  |     1185     |     15    | 27 | 13 |  230  |
| 229 |   1509  |     1186     |     15    | 29 | 13 |  438  |
| 230 |   1470  |     1202     |     15    | 27 | 15 |  435  |
| 231 |   1248  |     1262     |     15    | 11 | 23 |  328  |
| 232 |   1249  |     1279     |     15    | 11 | 25 |   61  |
| 233 |   1272  |     1280     |     15    | 13 | 25 |  106  |
| 234 |   1251  |     1296     |     15    | 11 | 27 |   47  |
| 235 |   1507  |     1525     |     15    | 30 | 16 |  2918 |
| 236 |   1561  |     1544     |     15    | 34 | 20 |  2344 |
| 237 |   1236  |     1126     |     15    | 11 | 7  |  155  |
| 238 |   1559  |     1273     |     15    | 33 | 23 |  517  |
| 239 |   1497  |     1322     |     15    | 29 | 29 |   70  |
| 240 |   1594  |     1325     |     15    | 35 | 29 |   34  |
| 241 |   1469  |     1515     |     15    | 28 | 14 |  2167 |
| 242 |   1223  |     1193     |     15    | 9  | 15 |   79  |
| 243 |   1243  |     1211     |     15    | 11 | 17 |   83  |
| 244 |   1184  |     1226     |     15    | 7  | 19 |  479  |
| 245 |   1279  |     1521     |     15    | 14 | 16 |  3854 |
| 246 |   1520  |     1480     |     15    | 32 | 6  |  2311 |
| 247 |   1340  |     1163     |     15    | 17 | 11 |  1694 |
| 248 |   1244  |     1529     |     15    | 12 | 18 |  1945 |
| 249 |   1577  |     1481     |     15    | 36 | 6  |  1613 |
| 250 |   1343  |     1129     |     15    | 17 | 7  |  286  |
| 251 |   1356  |     1198     |     15    | 19 | 15 |  507  |
| 252 |   1178  |     1175     |     15    | 7  | 13 |  431  |
| 253 |   1280  |     1195     |     15    | 13 | 15 |  406  |
| 254 |   1332  |     1248     |     15    | 17 | 21 |  286  |
| 255 |   1636  |     1157     |     15    | 39 | 9  |  1300 |
| 256 |   1277  |     1229     |     15    | 13 | 19 |  185  |
| 257 |   1626  |     1156     |     15    | 37 | 9  |  1043 |
| 258 |   1618  |     1545     |     15    | 38 | 20 |  1117 |
| 259 |   1501  |     1561     |     15    | 30 | 24 |  1962 |
| 260 |   1495  |     1597     |     15    | 30 | 32 |   87  |
| 261 |   1643  |     1536     |     15    | 40 | 18 |  2610 |
| 262 |   1310  |     1584     |     15    | 16 | 30 |  219  |
| 263 |   1564  |     1526     |     15    | 34 | 16 |  2039 |
| 264 |   1615  |     1563     |     15    | 38 | 24 |  783  |
| 265 |   1341  |     1146     |     15    | 17 | 9  |  1940 |
| 266 |   1186  |     1243     |     15    | 7  | 21 |  396  |
| 267 |   1505  |     1237     |     15    | 29 | 19 |  795  |
| 268 |   1403  |     1097     |     15    | 21 | 3  |  3015 |
| 269 |   1506  |     1220     |     15    | 29 | 17 |  993  |
| 270 |   1474  |     1253     |     15    | 27 | 21 |  416  |
| 271 |   1237  |     1143     |     15    | 11 | 9  |  114  |
| 272 |   1588  |     1257     |     15    | 35 | 21 |  774  |
| 273 |   1228  |     1484     |     15    | 10 | 8  |  1695 |
| 274 |   1424  |     1586     |     15    | 24 | 30 |  338  |
| 275 |   1357  |     1215     |     15    | 19 | 17 |  480  |
| 276 |   1635  |     1140     |     15    | 39 | 7  |  1005 |
| 277 |   1221  |     1210     |     15    | 9  | 17 |  773  |
| 278 |   1562  |     1239     |     15    | 33 | 19 |  1159 |
| 279 |   1305  |     1264     |     15    | 15 | 23 |   81  |
| 280 |   1362  |     1266     |     15    | 19 | 23 |  205  |
| 281 |   1477  |     1287     |     15    | 27 | 25 |  255  |
| 282 |   1328  |     1299     |     15    | 17 | 27 |  118  |
| 283 |   1422  |     1302     |     15    | 23 | 27 |  252  |
| 284 |   1499  |     1305     |     15    | 29 | 27 |  216  |
| 285 |   1539  |     1340     |     15    | 31 | 31 |  110  |
| 286 |   1290  |     1094     |     15    | 15 | 3  |  518  |
| 287 |   1183  |     1528     |     15    | 8  | 18 |  1309 |
| 288 |   1519  |     1119     |     15    | 31 | 5  |  159  |
| 289 |   1619  |     1241     |     15    | 37 | 19 |   83  |
| 290 |   1421  |     1568     |     15    | 24 | 26 |  1255 |
| 291 |   1275  |     1246     |     15    | 13 | 21 |  791  |
| 292 |   1366  |     1317     |     15    | 19 | 29 |   64  |
| 293 |   1627  |     1491     |     15    | 38 | 8  |  1011 |
| 294 |   1580  |     1499     |     15    | 36 | 10 |  2082 |
| 295 |   1624  |     1509     |     15    | 38 | 12 |  1302 |
| 296 |   1518  |     1102     |     15    | 31 | 3  |  461  |
| 297 |   1300  |     1213     |     15    | 15 | 17 |  679  |
| 298 |   1230  |     1108     |     15    | 9  | 5  |  660  |
| 299 |   1642  |     1225     |     15    | 39 | 17 |   54  |
| 300 |   1360  |     1249     |     15    | 19 | 21 |  546  |
| 301 |   1579  |     1155     |     15    | 35 | 9  |  125  |
| 302 |   1620  |     1224     |     15    | 37 | 17 |   99  |
| 303 |   1246  |     1245     |     15    | 11 | 21 |  128  |
| 304 |   1517  |     1101     |     15    | 29 | 3  |  454  |
| 305 |   1631  |     1105     |     15    | 37 | 3  |  369  |
| 306 |   1500  |     1288     |     15    | 29 | 25 |  270  |
| 307 |   1638  |     1174     |     15    | 39 | 11 |  123  |
| 308 |   1498  |     1579     |     15    | 30 | 28 |  541  |
| 309 |   1528  |     1221     |     15    | 31 | 17 |  815  |
| 310 |   1641  |     1208     |     15    | 39 | 15 |  809  |
| 311 |   1630  |     1473     |     15    | 38 | 4  |  1203 |
| 312 |   1649  |     1572     |     15    | 40 | 26 |  1129 |
| 313 |   1270  |     1575     |     15    | 14 | 28 |  546  |
| 314 |   1473  |     1236     |     15    | 27 | 19 |  370  |
| 315 |   1502  |     1271     |     15    | 29 | 23 |  932  |
| 316 |   1632  |     1106     |     15    | 39 | 3  |  1586 |
| 317 |   1591  |     1291     |     15    | 35 | 25 |   79  |
| 318 |   1578  |     1138     |     15    | 35 | 7  |  120  |
| 319 |   1628  |     1139     |     15    | 37 | 7  |   62  |
| 320 |   1590  |     1274     |     15    | 35 | 23 |  403  |
| 321 |   1239  |     1160     |     15    | 11 | 11 |  717  |
| 322 |   1384  |     1577     |     15    | 22 | 28 |  509  |
| 323 |   1327  |     1576     |     15    | 18 | 28 |  456  |
| 324 |   1568  |     1171     |     15    | 33 | 11 |  1132 |
| 325 |   1572  |     1120     |     15    | 33 | 5  |  1298 |
| 326 |   1629  |     1122     |     15    | 37 | 5  |  408  |
| 327 |   1242  |     1194     |     15    | 11 | 15 |  607  |
| 328 |   1175  |     1492     |     15    | 8  | 10 |  1149 |
| 329 |   1556  |     1307     |     15    | 33 | 27 |  175  |
| 330 |   1651  |     1327     |     15    | 39 | 29 |   39  |
| 331 |   1595  |     1589     |     15    | 36 | 30 |  256  |
| 332 |   1652  |     1590     |     15    | 40 | 30 |  260  |
| 333 |   1187  |     1546     |     15    | 8  | 22 |  1128 |
| 334 |   1188  |     1260     |     15    | 7  | 23 |  164  |
| 335 |   1191  |     1564     |     15    | 8  | 26 |  397  |
| 336 |   1271  |     1297     |     15    | 13 | 27 |  270  |
| 337 |   1307  |     1566     |     15    | 16 | 26 |  1117 |
| 338 |   1560  |     1256     |     15    | 33 | 21 |  112  |
| 339 |   1193  |     1573     |     15    | 6  | 28 |  338  |
| 340 |   1648  |     1293     |     15    | 39 | 25 |   55  |
| 341 |   1653  |     1344     |     15    | 39 | 31 |   33  |
| 342 |   1365  |     1300     |     15    | 19 | 27 |  232  |
| 343 |   1533  |     1272     |     15    | 31 | 23 |  168  |
| 344 |   1269  |     1314     |     15    | 13 | 29 |   38  |
| 345 |   1213  |     1574     |     15    | 10 | 28 |  385  |
| 346 |   1536  |     1306     |     15    | 31 | 27 |  224  |
| 347 |   1623  |     1190     |     15    | 37 | 13 |  493  |
| 348 |   1464  |     1134     |     15    | 27 | 7  |  165  |
| 349 |   1522  |     1153     |     15    | 31 | 9  |  101  |
| 350 |   1359  |     1232     |     15    | 19 | 19 |  291  |
| 351 |   1398  |     1148     |     15    | 21 | 9  |  473  |
| 352 |   1445  |     1269     |     15    | 25 | 23 |  447  |
| 353 |   1476  |     1270     |     15    | 27 | 23 |  289  |
| 354 |   1617  |     1258     |     15    | 37 | 21 |   43  |
| 355 |   1442  |     1303     |     15    | 25 | 27 |  156  |
| 356 |   1525  |     1187     |     15    | 31 | 13 |  171  |
| 357 |   1171  |     1474     |     15    | 8  | 6  |  1093 |
| 358 |   1346  |     1095     |     15    | 17 | 3  |  419  |
| 359 |   1274  |     1263     |     15    | 13 | 23 |  544  |
| 360 |   1296  |     1162     |     15    | 15 | 11 |  857  |
| 361 |   1563  |     1222     |     15    | 33 | 17 |  124  |
| 362 |   1530  |     1238     |     15    | 31 | 19 |  117  |
| 363 |   1353  |     1164     |     15    | 19 | 11 |  181  |
| 364 |   1557  |     1290     |     15    | 33 | 25 |   68  |
| 365 |   1306  |     1281     |     15    | 15 | 25 |  424  |
| 366 |   1385  |     1301     |     15    | 21 | 27 |  139  |
| 367 |   1299  |     1196     |     15    | 15 | 15 |  354  |
| 368 |   1214  |     1295     |     15    | 9  | 27 |   47  |
| 369 |   1189  |     1555     |     15    | 6  | 24 |  1176 |
| 370 |   1612  |     1581     |     15    | 38 | 28 |  321  |
| 371 |   1329  |     1282     |     15    | 17 | 25 |  295  |
| 372 |   1552  |     1598     |     15    | 34 | 32 |  161  |
| 373 |   1593  |     1308     |     15    | 35 | 27 |  205  |
| 374 |   1192  |     1294     |     15    | 7  | 27 |  132  |
| 375 |   1479  |     1304     |     15    | 27 | 27 |  117  |
| 376 |   1493  |     1373     |     15    | 29 | 35 |   16  |
| 377 |   1438  |     1596     |     15    | 26 | 32 |  140  |
| 378 |   1351  |     1147     |     15    | 19 | 9  |  205  |
| 379 |   1458  |     1116     |     15    | 25 | 5  |  290  |
| 380 |   1190  |     1277     |     15    | 7  | 25 |   35  |
| 381 |   1423  |     1319     |     15    | 23 | 29 |  100  |
| 382 |   1425  |     1336     |     15    | 23 | 31 |   47  |
| 383 |   1596  |     1342     |     15    | 35 | 31 |   64  |
| 384 |   1606  |     1394     |     15    | 37 | 37 |   25  |
| 385 |   1308  |     1298     |     15    | 15 | 27 |   74  |
| 386 |   1599  |     1393     |     15    | 35 | 37 |   19  |
| 387 |   1224  |     1176     |     15    | 9  | 13 |  170  |
| 388 |   1215  |     1278     |     15    | 9  | 25 |  319  |
| 389 |   1521  |     1136     |     15    | 31 | 7  |  282  |
| 390 |   1229  |     1125     |     15    | 9  | 7  |   47  |
| 391 |   1381  |     1595     |     15    | 22 | 32 |  161  |
| 392 |   1538  |     1588     |     15    | 32 | 30 |  320  |
| 393 |   1312  |     1349     |     15    | 15 | 33 |   22  |
| 394 |   1369  |     1351     |     15    | 19 | 33 |   33  |
| 395 |   1503  |     1254     |     15    | 29 | 21 |  228  |
| 396 |   1613  |     1309     |     15    | 37 | 27 |  133  |
| 397 |   1554  |     1324     |     15    | 33 | 29 |   91  |
| 398 |   1264  |     1382     |     15    | 13 | 37 |   24  |
| 399 |   1314  |     1383     |     15    | 15 | 37 |   27  |
| 400 |   1427  |     1370     |     15    | 23 | 35 |   18  |
| 401 |   1382  |     1335     |     15    | 21 | 31 |   62  |
| 402 |   1200  |     1379     |     15    | 7  | 37 |   44  |
| 403 |   1245  |     1228     |     15    | 11 | 19 |  148  |
| 404 |   1600  |     1410     |     15    | 35 | 39 |   2   |
| 405 |   1604  |     1428     |     15    | 37 | 41 |   3   |
| 406 |   1267  |     1593     |     15    | 14 | 32 |  124  |
| 407 |   1217  |     1261     |     15    | 9  | 23 |   34  |
| 408 |   1325  |     1333     |     15    | 17 | 31 |   42  |
| 409 |   1323  |     1350     |     15    | 17 | 33 |   28  |
| 410 |   1370  |     1368     |     15    | 19 | 35 |   17  |
| 411 |   1379  |     1369     |     15    | 21 | 35 |   22  |
| 412 |   1378  |     1386     |     15    | 21 | 37 |   24  |
| 413 |   1550  |     1375     |     15    | 33 | 35 |   16  |
| 414 |   1622  |     1207     |     15    | 37 | 15 |   59  |
| 415 |   1212  |     1312     |     15    | 9  | 29 |   99  |
| 416 |   1195  |     1582     |     15    | 8  | 30 |  113  |
| 417 |   1240  |     1177     |     15    | 11 | 13 |  102  |
| 418 |   1220  |     1227     |     15    | 9  | 19 |   47  |
| 419 |   1428  |     1387     |     15    | 23 | 37 |   53  |
| 420 |   1293  |     1128     |     15    | 15 | 7  |  188  |
| 421 |   1537  |     1323     |     15    | 31 | 29 |   37  |
| 422 |   1609  |     1599     |     15    | 38 | 32 |   64  |
| 423 |   1483  |     1355     |     15    | 27 | 33 |   25  |
| 424 |   1172  |     1124     |     15    | 7  | 7  |  156  |
| 425 |   1363  |     1283     |     15    | 19 | 25 |  102  |
| 426 |   1268  |     1331     |     15    | 13 | 31 |   50  |
| 427 |   1311  |     1332     |     15    | 15 | 31 |   33  |
