+-------+--------------------------------+----------------+-------+
|   #   | User Name                      | Boulder/routes |   %   |
|  563  | rian_smyth                     |       57       | 0.021 |
|  564  | sinful                         |       57       | 0.021 |
|  565  | vunamese                       |       57       | 0.021 |
|  566  | ARCboulderleague3              |       56       | 0.021 |
|  567  | AlexanderMegos                 |       56       | 0.021 |
|  568  | ChrisTerry                     |       56       | 0.021 |
|  569  | HerbivorousSasquatch           |       56       | 0.021 |
|  570  | LDATRE                         |       56       | 0.021 |
|  571  | Milot                          |       56       | 0.021 |
|  572  | Sputnik                        |       56       | 0.021 |
|  573  | angusdavidson93                |       56       | 0.021 |
|  574  | cy_mcsender                    |       56       | 0.021 |
|  575  | dferolin                       |       56       | 0.021 |
|  576  | froemat                        |       56       | 0.021 |
|  577  | joe1                           |       56       | 0.021 |
|  578  | maxkoke24                      |       56       | 0.021 |
|  579  | robparrett                     |       56       | 0.021 |
|  580  | youwillexpire93                |       56       | 0.021 |
|  581  | 9dlanecove                     |       55       | 0.020 |
|  582  | ARCBoulderLeague1              |       55       | 0.020 |
|  583  | ConorDobson                    |       55       | 0.020 |
|  584  | Donny4                         |       55       | 0.020 |
|  585  | DylLZzz                        |       55       | 0.020 |
|  586  | Florinator                     |       55       | 0.020 |
|  587  | LazzlDazzl                     |       55       | 0.020 |
|  588  | Mohsen                         |       55       | 0.020 |
|  589  | Nowitzki0111                   |       55       | 0.020 |
|  590  | StaticMax                      |       55       | 0.020 |
|  591  | ayaan.climbs                   |       55       | 0.020 |
|  592  | brianthelion                   |       55       | 0.020 |
|  593  | c1sc0                          |       55       | 0.020 |
|  594  | dannyagr                       |       55       | 0.020 |
|  595  | eveevettwastaken               |       55       | 0.020 |
|  596  | finnfinn81                     |       55       | 0.020 |
|  597  | harrisonlikewhat               |       55       | 0.020 |
|  598  | jackson5240                    |       55       | 0.020 |
|  599  | saignc                         |       55       | 0.020 |
|  600  | tsoddn                         |       55       | 0.020 |
|  601  | vilwah                         |       55       | 0.020 |
|  602  | Action_Jackson3                |       54       | 0.020 |
|  603  | BLpat                          |       54       | 0.020 |
|  604  | MrSnoodle                      |       54       | 0.020 |
|  605  | block_37                       |       54       | 0.020 |
|  606  | brianr3697                     |       54       | 0.020 |
|  607  | broy36                         |       54       | 0.020 |
|  608  | calleme                        |       54       | 0.020 |
|  609  | fisetroll                      |       54       | 0.020 |
|  610  | jojoyreiter                    |       54       | 0.020 |
|  611  | osianparry2345                 |       54       | 0.020 |
|  612  | paulnagy                       |       54       | 0.020 |
|  613  | petermichaux                   |       54       | 0.020 |
|  614  | strongpear                     |       54       | 0.020 |
|  615  | tcharland13                    |       54       | 0.020 |
|  616  | thefactoryboulder1             |       54       | 0.020 |
|  617  | thokohlbacher                  |       54       | 0.020 |
|  618  | tomturbo                       |       54       | 0.020 |
|  619  | xlgreen85                      |       54       | 0.020 |
|  620  | AlvaroP                        |       53       | 0.020 |
|  621  | EMPA                           |       53       | 0.020 |
|  622  | Rockville                      |       53       | 0.020 |
|  623  | Sandro                         |       53       | 0.020 |
|  624  | TheColonial                    |       53       | 0.020 |
|  625  | Yung_Gravy                     |       53       | 0.020 |
|  626  | ben_stanley                    |       53       | 0.020 |
|  627  | benwestlund18                  |       53       | 0.020 |
|  628  | cartercolleaux                 |       53       | 0.020 |
|  629  | climbatamman                   |       53       | 0.020 |
|  630  | grantmatzen                    |       53       | 0.020 |
|  631  | jebadiah                       |       53       | 0.020 |
|  632  | lindsandzach                   |       53       | 0.020 |
|  633  | marco_asa                      |       53       | 0.020 |
|  634  | mikkelnor99                    |       53       | 0.020 |
|  635  | moritzpriewe                   |       53       | 0.020 |
|  636  | paulofthewall                  |       53       | 0.020 |
|  637  | qbldp                          |       53       | 0.020 |
|  638  | solstott                       |       53       | 0.020 |
|  639  | svertm                         |       53       | 0.020 |
|  640  | woooowoooo                     |       53       | 0.020 |
|  641  | Felix_H                        |       52       | 0.019 |
|  642  | IssaelG1508                    |       52       | 0.019 |
|  643  | Lymanyu                        |       52       | 0.019 |
|  644  | Surya007                       |       52       | 0.019 |
|  645  | alexnunnari                    |       52       | 0.019 |
|  646  | aswin                          |       52       | 0.019 |
|  647  | bloccstation                   |       52       | 0.019 |
|  648  | caden.smith003                 |       52       | 0.019 |
|  649  | lulu80                         |       52       | 0.019 |
|  650  | miloforbes                     |       52       | 0.019 |
|  651  | Axelaws                        |       51       | 0.019 |
|  652  | CITB                           |       51       | 0.019 |
|  653  | Dangerbird                     |       51       | 0.019 |
|  654  | EarthTreksEnglewood            |       51       | 0.019 |
|  655  | Iloveclimbing                  |       51       | 0.019 |
|  656  | Ivangreene                     |       51       | 0.019 |
|  657  | JonasMygiakis                  |       51       | 0.019 |
|  658  | JustLockOff                    |       51       | 0.019 |
|  659  | Roopek                         |       51       | 0.019 |
|  660  | RuneeClimberConnor             |       51       | 0.019 |
