+------+--------------------------------+-----------------+--------+
|  #   | User Name                      | Uploaded Videos |   %    |
| 2181 | ger_supercrimp                 | 1               | 0.004  |
| 2182 | gevalevin                      | 1               | 0.004  |
| 2183 | gilmutdinov458                 | 1               | 0.004  |
| 2184 | girlswhocclimb                 | 1               | 0.004  |
| 2185 | girlswhoclimb69                | 1               | 0.004  |
| 2186 | goodspraycoaching              | 1               | 0.004  |
| 2187 | granitheldin                   | 1               | 0.004  |
| 2188 | great_drunken_bird             | 1               | 0.004  |
| 2189 | gregory_climb                  | 1               | 0.004  |
| 2190 | grimpeauqc                     | 1               | 0.004  |
| 2191 | guc.champagne                  | 1               | 0.004  |
| 2192 | guillo_ulloa                   | 1               | 0.004  |
| 2193 | gungangpark                    | 1               | 0.004  |
| 2194 | h_bbong                        | 1               | 0.004  |
| 2195 | haiwen2019                     | 1               | 0.004  |
| 2196 | happyclimber91                 | 1               | 0.004  |
| 2197 | harrydoesaboardclimb           | 1               | 0.004  |
| 2198 | harumaki1016                   | 1               | 0.004  |
| 2199 | hayeskimble                    | 1               | 0.004  |
| 2200 | he_wins_on_board               | 1               | 0.004  |
| 2201 | heath_kim_                     | 1               | 0.004  |
| 2202 | heph_bouldering                | 1               | 0.004  |
| 2203 | hermanospou                    | 1               | 0.004  |
| 2204 | hernywelles                    | 1               | 0.004  |
| 2205 | highgravitytrevor              | 1               | 0.004  |
| 2206 | hip_jumma                      | 1               | 0.004  |
| 2207 | hitori_on_moon2019             | 1               | 0.004  |
| 2208 | hivclimbs                      | 1               | 0.004  |
| 2209 | ho_kimt                        | 1               | 0.004  |
| 2210 | hoboahle                       | 1               | 0.004  |
| 2211 | hodgieboiclimbsbadly           | 1               | 0.004  |
| 2212 | hunter.tension                 | 1               | 0.004  |
| 2213 | huraciprian                    | 1               | 0.004  |
| 2214 | hyemi.j_                       | 1               | 0.004  |
| 2215 | iamaflyingcat                  | 1               | 0.004  |
| 2216 | ian_boulders                   | 1               | 0.004  |
| 2217 | ian_climbs                     | 1               | 0.004  |
| 2218 | ianhikeandclimb                | 1               | 0.004  |
| 2219 | icarianintent                  | 1               | 0.004  |
| 2220 | ido.ilouz                      | 1               | 0.004  |
| 2221 | iliiliiiliiiiil                | 1               | 0.004  |
| 2222 | iltaejjang                     | 1               | 0.004  |
| 2223 | im_gorilla__                   | 1               | 0.004  |
| 2224 | indtkm                         | 1               | 0.004  |
| 2225 | insomniacclimber               | 1               | 0.004  |
| 2226 | isaacknittig                   | 1               | 0.004  |
| 2227 | itsamonsworld                  | 1               | 0.004  |
| 2228 | itsjustterence                 | 1               | 0.004  |
| 2229 | itsmakaitime                   | 1               | 0.004  |
| 2230 | itsstilleric                   | 1               | 0.004  |
| 2231 | itszoetang                     | 1               | 0.004  |
| 2232 | ivanbarcinal                   | 1               | 0.004  |
| 2233 | izzy_ontherocks                | 1               | 0.004  |
| 2234 | j.cloud.9                      | 1               | 0.004  |
| 2235 | j_willy_                       | 1               | 0.004  |
| 2236 | jack_b_hammer                  | 1               | 0.004  |
| 2237 | jackk_chong                    | 1               | 0.004  |
| 2238 | jackson.luberto                | 1               | 0.004  |
| 2239 | jacksonclimbz                  | 1               | 0.004  |
| 2240 | jacobwbrown                    | 1               | 0.004  |
| 2241 | jaehwa.n                       | 1               | 0.004  |
| 2242 | jakec1212                      | 1               | 0.004  |
| 2243 | jakeforemanclimber             | 1               | 0.004  |
| 2244 | jamessjugs                     | 1               | 0.004  |
| 2245 | janet_miao                     | 1               | 0.004  |
| 2246 | jangobeezy                     | 1               | 0.004  |
| 2247 | jankl0t                        | 1               | 0.004  |
| 2248 | jannik_fiedler                 | 1               | 0.004  |
| 2249 | jasper_climbs__                | 1               | 0.004  |
| 2250 | jawn_sends                     | 1               | 0.004  |
| 2251 | jaybo196                       | 1               | 0.004  |
| 2252 | jayjun8989                     | 1               | 0.004  |
| 2253 | jaywai_onjugs                  | 1               | 0.004  |
| 2254 | jchongsends                    | 1               | 0.004  |
| 2255 | jckschf                        | 1               | 0.004  |
| 2256 | jdclimbs1                      | 1               | 0.004  |
| 2257 | jeehye10                       | 1               | 0.004  |
| 2258 | jennifersfieldnotes            | 1               | 0.004  |
| 2259 | jenny_nkng                     | 1               | 0.004  |
| 2260 | jeong_climb                    | 1               | 0.004  |
| 2261 | jeong_yejiin                   | 1               | 0.004  |
| 2262 | jeong_yiyeon                   | 1               | 0.004  |
| 2263 | jesse4pres                     | 1               | 0.004  |
| 2264 | jesseluostarinen               | 1               | 0.004  |
| 2265 | jfr1end                        | 1               | 0.004  |
| 2266 | jill.chien                     | 1               | 0.004  |
| 2267 | jillblankmusic                 | 1               | 0.004  |
| 2268 | jim.sulak                      | 1               | 0.004  |
| 2269 | jimini__88                     | 1               | 0.004  |
| 2270 | jinhobyeon                     | 1               | 0.004  |
| 2271 | jkim.climbs                    | 1               | 0.004  |
| 2272 | jl_tracy                       | 1               | 0.004  |
| 2273 | jobofalls                      | 1               | 0.004  |
| 2274 | joe_board_climbs               | 1               | 0.004  |
| 2275 | joel_9610                      | 1               | 0.004  |
| 2276 | joem_nowak                     | 1               | 0.004  |
| 2277 | jogasian                       | 1               | 0.004  |
| 2278 | john.dlugosch                  | 1               | 0.004  |
| 2279 | john__marx                     | 1               | 0.004  |
| 2280 | johndoeclimbs                  | 1               | 0.004  |
| 2281 | johnnywactor                   | 1               | 0.004  |
| 2282 | jolelelelele                   | 1               | 0.004  |
| 2283 | jon.cant.climb                 | 1               | 0.004  |
| 2284 | jonah_is_sending               | 1               | 0.004  |
| 2285 | jonas.r.pedersen               | 1               | 0.004  |
| 2286 | jong_su_u                      | 1               | 0.004  |
| 2287 | jordichacon                    | 1               | 0.004  |
| 2288 | jorgecrimps                    | 1               | 0.004  |
| 2289 | josh.lawrenson                 | 1               | 0.004  |
| 2290 | joshdiederich96                | 1               | 0.004  |
| 2291 | joshjensen9                    | 1               | 0.004  |
| 2292 | joshua_mcpayne                 | 1               | 0.004  |
| 2293 | jsclimbsboards                 | 1               | 0.004  |
| 2294 | jstrong_boardlogs              | 1               | 0.004  |
| 2295 | jsumahit                       | 1               | 0.004  |
| 2296 | jtcchameleon                   | 1               | 0.004  |
| 2297 | jtcchameleon_climbs            | 1               | 0.004  |
| 2298 | juanitoo_moonboard             | 1               | 0.004  |
| 2299 | juansn0w1                      | 1               | 0.004  |
| 2300 | judah_larson_                  | 1               | 0.004  |
| 2301 | jules_marchaland               | 1               | 0.004  |
| 2302 | juliandlegrand                 | 1               | 0.004  |
| 2303 | juliusclimbs                   | 1               | 0.004  |
| 2304 | jun2tong                       | 1               | 0.004  |
| 2305 | jun_yasukawa                   | 1               | 0.004  |
| 2306 | junbaecl                       | 1               | 0.004  |
| 2307 | juneagainstgravity             | 1               | 0.004  |
| 2308 | junger_markus                  | 1               | 0.004  |
| 2309 | jungwo_o5                      | 1               | 0.004  |
| 2310 | junyu__tan                     | 1               | 0.004  |
| 2311 | justabeachbumatheart           | 1               | 0.004  |
| 2312 | justin.kim93                   | 1               | 0.004  |
| 2313 | justokclimbing                 | 1               | 0.004  |
| 2314 | justsewi                       | 1               | 0.004  |
| 2315 | jy.climber                     | 1               | 0.004  |
| 2316 | k1ltrbrdbet4                   | 1               | 0.004  |
| 2317 | k3lv1n.exe                     | 1               | 0.004  |
| 2318 | k_k_8_556                      | 1               | 0.004  |
| 2319 | k_myenu                        | 1               | 0.004  |
| 2320 | kakilangklumbing               | 1               | 0.004  |
| 2321 | kaleclimbs                     | 1               | 0.004  |
| 2322 | karlstadbouldering             | 1               | 0.004  |
| 2323 | karnadewhirst                  | 1               | 0.004  |
| 2324 | katclimbsrocks                 | 1               | 0.004  |
| 2325 | kazuocalvin                    | 1               | 0.004  |
| 2326 | kei_ko.s                       | 1               | 0.004  |
| 2327 | kellie.climbs                  | 1               | 0.004  |
| 2328 | ken_ji_darrell                 | 1               | 0.004  |
| 2329 | kentosankentokun               | 1               | 0.004  |
| 2330 | kevin.oram                     | 1               | 0.004  |
| 2331 | kevin04c                       | 1               | 0.004  |
| 2332 | kevingrr777                    | 1               | 0.004  |
| 2333 | kevintufts                     | 1               | 0.004  |
| 2334 | khani.manii                    | 1               | 0.004  |
| 2335 | ki1s00                         | 1               | 0.004  |
| 2336 | kienlam                        | 1               | 0.004  |
| 2337 | killer_board                   | 1               | 0.004  |
| 2338 | kilterbeta                     | 1               | 0.004  |
| 2339 | kilterbored                    | 1               | 0.004  |
| 2340 | kilterborn_in_font             | 1               | 0.004  |
| 2341 | kilterbunker                   | 1               | 0.004  |
| 2342 | kiltercottage                  | 1               | 0.004  |
| 2343 | kilterkrushin                  | 1               | 0.004  |
| 2344 | kiltersnores                   | 1               | 0.004  |
| 2345 | kiltervids                     | 1               | 0.004  |
| 2346 | kiwy8994                       | 1               | 0.004  |
| 2347 | kki_board                      | 1               | 0.004  |
| 2348 | kkklimb                        | 1               | 0.004  |
| 2349 | klatterverket                  | 1               | 0.004  |
| 2350 | knclimbinghuse                 | 1               | 0.004  |
| 2351 | knit_chaton                    | 1               | 0.004  |
| 2352 | koalachaeyeon                  | 1               | 0.004  |
| 2353 | kobe_kiltermoon                | 1               | 0.004  |
| 2354 | kobongtak2                     | 1               | 0.004  |
| 2355 | koichi_climbing                | 1               | 0.004  |
| 2356 | kookyodong                     | 1               | 0.004  |
| 2357 | krisboulder                    | 1               | 0.004  |
| 2358 | krishokr                       | 1               | 0.004  |
| 2359 | kristaps.f                     | 1               | 0.004  |
| 2360 | krohanson                      | 1               | 0.004  |
| 2361 | krystian_markiewicz            | 1               | 0.004  |
| 2362 | ktw_funnylife                  | 1               | 0.004  |
| 2363 | ku.bi_                         | 1               | 0.004  |
| 2364 | ku_effort                      | 1               | 0.004  |
| 2365 | kyascends                      | 1               | 0.004  |
| 2366 | kylekilters                    | 1               | 0.004  |
| 2367 | kylephonedial                  | 1               | 0.004  |
| 2368 | kyoung_hwan_lee                | 1               | 0.004  |
| 2369 | l96alex                        | 1               | 0.004  |
| 2370 | lahti.mikko                    | 1               | 0.004  |
| 2371 | lallapig                       | 1               | 0.004  |
| 2372 | lando_alrissian                | 1               | 0.004  |
| 2373 | landon_pribyl                  | 1               | 0.004  |
| 2374 | lanjin142857                   | 1               | 0.004  |
| 2375 | lasse_von_freier               | 1               | 0.004  |
| 2376 | lauren_climbs                  | 1               | 0.004  |
| 2377 | lb_climb                       | 1               | 0.004  |
| 2378 | le_rider_du_jeudredi_qc        | 1               | 0.004  |
| 2379 | lee3van5                       | 1               | 0.004  |
| 2380 | lee_dongjun_sn                 | 1               | 0.004  |
| 2381 | leegeungjeong                  | 1               | 0.004  |
| 2382 | leemerang                      | 1               | 0.004  |
| 2383 | lelief._.e                     | 1               | 0.004  |
| 2384 | lemeeer                        | 1               | 0.004  |
| 2385 | lenny.cohendet                 | 1               | 0.004  |
| 2386 | leo.tries.not.to.die           | 1               | 0.004  |
| 2387 | leomonkey8climbs               | 1               | 0.004  |
| 2388 | leon_stadler.sw                | 1               | 0.004  |
| 2389 | leonlitfam                     | 1               | 0.004  |
| 2390 | lets_go_soodal                 | 1               | 0.004  |
| 2391 | libbyclimbs                    | 1               | 0.004  |
| 2392 | likealullabye                  | 1               | 0.004  |
| 2393 | lilmzchief                     | 1               | 0.004  |
| 2394 | lino_hamburg                   | 1               | 0.004  |
| 2395 | littlemairbear                 | 1               | 0.004  |
| 2396 | littlepclimbs                  | 1               | 0.004  |
| 2397 | liu_han_jie                    | 1               | 0.004  |
| 2398 | lm_suin_kim                    | 1               | 0.004  |
| 2399 | localchalkdealer               | 1               | 0.004  |
| 2400 | logan_van_ant                  | 1               | 0.004  |
| 2401 | loganfaraway                   | 1               | 0.004  |
| 2402 | loleladeda_climb               | 1               | 0.004  |
| 2403 | losh.the.sloth                 | 1               | 0.004  |
| 2404 | louis.climbs                   | 1               | 0.004  |
| 2405 | louisaclimber                  | 1               | 0.004  |
| 2406 | louzziej                       | 1               | 0.004  |
| 2407 | luca.bazooka.rinaldi           | 1               | 0.004  |
| 2408 | lucaandreolli                  | 1               | 0.004  |
| 2409 | lucas_avello                   | 1               | 0.004  |
| 2410 | lucien1011                     | 1               | 0.004  |
| 2411 | luis_f3rr3r                    | 1               | 0.004  |
| 2412 | lukas_garhammer                | 1               | 0.004  |
| 2413 | lukassalchner                  | 1               | 0.004  |
| 2414 | lukaswokurek                   | 1               | 0.004  |
| 2415 | lyanrok                        | 1               | 0.004  |
| 2416 | lykan5                         | 1               | 0.004  |
| 2417 | lynnnnql                       | 1               | 0.004  |
| 2418 | mackclimbs                     | 1               | 0.004  |
| 2419 | maddyclimbs                    | 1               | 0.004  |
| 2420 | majik_miaoter                  | 1               | 0.004  |
| 2421 | malcolm.mac                    | 1               | 0.004  |
| 2422 | malik_moe_                     | 1               | 0.004  |
| 2423 | malrac_jp                      | 1               | 0.004  |
| 2424 | mammothkilter                  | 1               | 0.004  |
| 2425 | manabouldern                   | 1               | 0.004  |
| 2426 | mandycantsend                  | 1               | 0.004  |
| 2427 | mapellimatteo                  | 1               | 0.004  |
| 2428 | marc_ona_wall                  | 1               | 0.004  |
| 2429 | marcelo.balestero              | 1               | 0.004  |
| 2430 | marcoboardclimbs               | 1               | 0.004  |
| 2431 | marcodejongh                   | 1               | 0.004  |
| 2432 | marekpejas                     | 1               | 0.004  |
| 2433 | mariameliaaa_                  | 1               | 0.004  |
| 2434 | marilyn_myeolchi               | 1               | 0.004  |
| 2435 | mariya_proncheva               | 1               | 0.004  |
| 2436 | markusbulow                    | 1               | 0.004  |
| 2437 | marquisjohanie                 | 1               | 0.004  |
| 2438 | mars_0219                      | 1               | 0.004  |
| 2439 | mart780                        | 1               | 0.004  |
| 2440 | marupthewall                   | 1               | 0.004  |
| 2441 | marvinstorteczky               | 1               | 0.004  |
| 2442 | matchaslabclimber              | 1               | 0.004  |
| 2443 | matilda_soderlund              | 1               | 0.004  |
| 2444 | matt_climbs_                   | 1               | 0.004  |
| 2445 | matthews_board_account         | 1               | 0.004  |
| 2446 | matwers                        | 1               | 0.004  |
| 2447 | mauricioperniag                | 1               | 0.004  |
| 2448 | max_bouldering.diary           | 1               | 0.004  |
| 2449 | maxfinnw                       | 1               | 0.004  |
| 2450 | maximpeskin                    | 1               | 0.004  |
| 2451 | mccollsean                     | 1               | 0.004  |
| 2452 | me1fong                        | 1               | 0.004  |
| 2453 | meaint                         | 1               | 0.004  |
| 2454 | meg._schrader                  | 1               | 0.004  |
| 2455 | meganhopematteson              | 1               | 0.004  |
| 2456 | meganwillmott93                | 1               | 0.004  |
| 2457 | melheinrich                    | 1               | 0.004  |
| 2458 | melissaleneve                  | 1               | 0.004  |
| 2459 | mh_on_may                      | 1               | 0.004  |
| 2460 | mhkim428                       | 1               | 0.004  |
| 2461 | michaelisboard                 | 1               | 0.004  |
| 2462 | michaellphammm                 | 1               | 0.004  |
| 2463 | michielnieuw                   | 1               | 0.004  |
| 2464 | milk.032                       | 1               | 0.004  |
| 2465 | milosz.final.pdf               | 1               | 0.004  |
| 2466 | mineralpursuits                | 1               | 0.004  |
| 2467 | minock23                       | 1               | 0.004  |
| 2468 | mirandykilter                  | 1               | 0.004  |
| 2469 | mirthevanliere                 | 1               | 0.004  |
| 2470 | mitchell.bsprayingu            | 1               | 0.004  |
| 2471 | miya_bubbletalktalk            | 1               | 0.004  |
| 2472 | mmmb_mh                        | 1               | 0.004  |
| 2473 | mns_saya                       | 1               | 0.004  |
| 2474 | mo_bouldert                    | 1               | 0.004  |
| 2475 | modernsends                    | 1               | 0.004  |
| 2476 | mohamadsleem_                  | 1               | 0.004  |
| 2477 | mons.terclimbing               | 1               | 0.004  |
| 2478 | mont.deadpoint                 | 1               | 0.004  |
| 2479 | monthornth                     | 1               | 0.004  |
| 2480 | mood.board.account             | 1               | 0.004  |
| 2481 | moon____x1                     | 1               | 0.004  |
| 2482 | morgy.dee                      | 1               | 0.004  |
| 2483 | morgyclimbs                    | 1               | 0.004  |
| 2484 | mountain_kilter_spray          | 1               | 0.004  |
| 2485 | mr.mountaingoat                | 1               | 0.004  |
| 2486 | mrdoran                        | 1               | 0.004  |
| 2487 | mrmilesnmusic                  | 1               | 0.004  |
| 2488 | mrperson662                    | 1               | 0.004  |
| 2489 | mrs_cuddlepie                  | 1               | 0.004  |
| 2490 | mtyc__                         | 1               | 0.004  |
| 2491 | mui.petite                     | 1               | 0.004  |
| 2492 | mxxtrxn                        | 1               | 0.004  |
| 2493 | myclimbs                       | 1               | 0.004  |
| 2494 | mynamesniki                    | 1               | 0.004  |
| 2495 | mzuser                         | 1               | 0.004  |
| 2496 | n.jaeckel96                    | 1               | 0.004  |
| 2497 | n1n0_bllwl                     | 1               | 0.004  |
| 2498 | nacho.hernandez_               | 1               | 0.004  |
| 2499 | nachocym                       | 1               | 0.004  |
| 2500 | naopix_0227                    | 1               | 0.004  |
| 2501 | nash.climbs                    | 1               | 0.004  |
| 2502 | natashabarnes                  | 1               | 0.004  |
| 2503 | natasiaclimbs                  | 1               | 0.004  |
| 2504 | nate_th3_gr3at                 | 1               | 0.004  |
| 2505 | nateweller                     | 1               | 0.004  |
| 2506 | nateweller.climbs              | 1               | 0.004  |
| 2507 | neilclimbs                     | 1               | 0.004  |
| 2508 | nepoverishmne                  | 1               | 0.004  |
| 2509 | nessaboard                     | 1               | 0.004  |
| 2510 | ng_udam                        | 1               | 0.004  |
| 2511 | nick.trupiano                  | 1               | 0.004  |
| 2512 | nick_dt_board                  | 1               | 0.004  |
| 2513 | nick_ranelli                   | 1               | 0.004  |
| 2514 | nickwlr                        | 1               | 0.004  |
| 2515 | nicoles_fitnesslife            | 1               | 0.004  |
| 2516 | nicoxn                         | 1               | 0.004  |
| 2517 | nightshadesoup                 | 1               | 0.004  |
| 2518 | nikclimb                       | 1               | 0.004  |
| 2519 | niklas.nemitz                  | 1               | 0.004  |
| 2520 | nilsfavre                      | 1               | 0.004  |
| 2521 | ninja_trevor                   | 1               | 0.004  |
| 2522 | ninjaforacure                  | 1               | 0.004  |
| 2523 | ninjanatho                     | 1               | 0.004  |
| 2524 | njc1101                        | 1               | 0.004  |
| 2525 | njulht2014                     | 1               | 0.004  |
| 2526 | noapproachnate                 | 1               | 0.004  |
| 2527 | noronha_board_acc              | 1               | 0.004  |
| 2528 | not_so_st_mary                 | 1               | 0.004  |
| 2529 | nutelluca.climbs               | 1               | 0.004  |
| 2530 | odd_anders_                    | 1               | 0.004  |
| 2531 | oeaoeaoeao                     | 1               | 0.004  |
| 2532 | ogakazuukiinii                 | 1               | 0.004  |
| 2533 | oldfolksclimbingclub           | 1               | 0.004  |
| 2534 | oliver_cant_climb              | 1               | 0.004  |
| 2535 | ollivergautvik                 | 1               | 0.004  |
| 2536 | omgclimb                       | 1               | 0.004  |
| 2537 | omuretsu0401                   | 1               | 0.004  |
| 2538 | omyhw_1243                     | 1               | 0.004  |
| 2539 | onelifedave                    | 1               | 0.004  |
| 2540 | onthecrux                      | 1               | 0.004  |
| 2541 | opossum_opalace                | 1               | 0.004  |
| 2542 | orca_climbing_crew             | 1               | 0.004  |
| 2543 | orrincoley                     | 1               | 0.004  |
| 2544 | orumm.blackpink                | 1               | 0.004  |
| 2545 | osickels255                    | 1               | 0.004  |
| 2546 | owen_stonehouse                | 1               | 0.004  |
| 2547 | p._.miny                       | 1               | 0.004  |
| 2548 | p.a.g.n.o                      | 1               | 0.004  |
| 2549 | p.jukovic                      | 1               | 0.004  |
| 2550 | p_hayssen                      | 1               | 0.004  |
| 2551 | pacliogi                       | 1               | 0.004  |
| 2552 | page_climbs                    | 1               | 0.004  |
| 2553 | pancakeseaweed                 | 1               | 0.004  |
| 2554 | parfenovtraining               | 1               | 0.004  |
| 2555 | parkerlovesclimbing            | 1               | 0.004  |
| 2556 | parkernewc                     | 1               | 0.004  |
| 2557 | patxiusobiaga_pucseries        | 1               | 0.004  |
| 2558 | patziyiwang                    | 1               | 0.004  |
| 2559 | paul_boardclimbing             | 1               | 0.004  |
| 2560 | paul_delal                     | 1               | 0.004  |
| 2561 | paul_gotaco                    | 1               | 0.004  |
| 2562 | paulosjd                       | 1               | 0.004  |
| 2563 | paulrobinson87                 | 1               | 0.004  |
| 2564 | pauullamm                      | 1               | 0.004  |
| 2565 | pcipollone                     | 1               | 0.004  |
| 2566 | pear._.c                       | 1               | 0.004  |
| 2567 | pepino_mz                      | 1               | 0.004  |
| 2568 | peter85za                      | 1               | 0.004  |
| 2569 | peterstahr                     | 1               | 0.004  |
| 2570 | petiteclimbing                 | 1               | 0.004  |
| 2571 | petram_moon_bouldering         | 1               | 0.004  |
| 2572 | pevitz25                       | 1               | 0.004  |
| 2573 | pgrimard_                      | 1               | 0.004  |
| 2574 | philbaillargeon                | 1               | 0.004  |
| 2575 | philipphrozek                  | 1               | 0.004  |
| 2576 | phorrizzler6514                | 1               | 0.004  |
| 2577 | phycat                         | 1               | 0.004  |
| 2578 | physivantage                   | 1               | 0.004  |
| 2579 | pictoralpictures               | 1               | 0.004  |
| 2580 | pierce.lan                     | 1               | 0.004  |
| 2581 | pivv.kim                       | 1               | 0.004  |
| 2582 | pksession                      | 1               | 0.004  |
| 2583 | plin_climbs                    | 1               | 0.004  |
| 2584 | pogieveryday                   | 1               | 0.004  |
| 2585 | poljjak_9                      | 1               | 0.004  |
| 2586 | ponchaideetaisong              | 1               | 0.004  |
| 2587 | potamy.climbs                  | 1               | 0.004  |
| 2588 | potclimbs                      | 1               | 0.004  |
| 2589 | praj_matic                     | 1               | 0.004  |
| 2590 | preethclimbs                   | 1               | 0.004  |
| 2591 | pres.tonrock                   | 1               | 0.004  |
| 2592 | preston_09.m                   | 1               | 0.004  |
| 2593 | proof.sends                    | 1               | 0.004  |
| 2594 | proyectitos.climbing           | 1               | 0.004  |
| 2595 | pucseriestraining              | 1               | 0.004  |
| 2596 | pumonclimb                     | 1               | 0.004  |
| 2597 | pumped_up_crimps               | 1               | 0.004  |
| 2598 | pumpedbengali.s                | 1               | 0.004  |
| 2599 | pyro_andre                     | 1               | 0.004  |
| 2600 | quarq.climbs                   | 1               | 0.004  |
| 2601 | quentin_climbs                 | 1               | 0.004  |
| 2602 | radoslaw_climbing              | 1               | 0.004  |
| 2603 | ram.levin                      | 1               | 0.004  |
| 2604 | ramoshe__                      | 1               | 0.004  |
| 2605 | rangy_boardclimbs              | 1               | 0.004  |
| 2606 | raphael_climbing               | 1               | 0.004  |
| 2607 | raphwiget                      | 1               | 0.004  |
| 2608 | ravioligluteus                 | 1               | 0.004  |
| 2609 | ravioliquadriceps              | 1               | 0.004  |
| 2610 | raymond._.huang                | 1               | 0.004  |
| 2611 | reagan_eats_rocks              | 1               | 0.004  |
| 2612 | record_all_                    | 1               | 0.004  |
| 2613 | reddot_chien                   | 1               | 0.004  |
| 2614 | reed_climbs                    | 1               | 0.004  |
| 2615 | reese_mitchell24               | 1               | 0.004  |
| 2616 | refuse0120                     | 1               | 0.004  |
| 2617 | reid_jacksends                 | 1               | 0.004  |
| 2618 | remiclimbing                   | 1               | 0.004  |
| 2619 | reszin                         | 1               | 0.004  |
| 2620 | ribleydribleyboardchodes_      | 1               | 0.004  |
| 2621 | rinclimbs                      | 1               | 0.004  |
| 2622 | robin__climbs                  | 1               | 0.004  |
| 2623 | rockboi.sends                  | 1               | 0.004  |
| 2624 | rockclimbingwomen              | 1               | 0.004  |
| 2625 | rockismyfavorite               | 1               | 0.004  |
| 2626 | ropes.n.boulders               | 1               | 0.004  |
| 2627 | ropey_rope                     | 1               | 0.004  |
| 2628 | rosalcoholis_life602           | 1               | 0.004  |
| 2629 | roseyclimbs                    | 1               | 0.004  |
| 2630 | rtag                           | 1               | 0.004  |
| 2631 | rtds_beta                      | 1               | 0.004  |
| 2632 | ruirui_climbing                | 1               | 0.004  |
| 2633 | rummel_brennan                 | 1               | 0.004  |
| 2634 | ruyu_rosenov                   | 1               | 0.004  |
| 2635 | ryan.climbing                  | 1               | 0.004  |
| 2636 | ryan_dejager                   | 1               | 0.004  |
| 2637 | ryandu2279                     | 1               | 0.004  |
| 2638 | ryo.climb.1211                 | 1               | 0.004  |
| 2639 | sabrinaclimbs                  | 1               | 0.004  |
| 2640 | sam._.climbs                   | 1               | 0.004  |
| 2641 | samm.wel                       | 1               | 0.004  |
| 2642 | sang_myeong.88                 | 1               | 0.004  |
| 2643 | santi_debianchetti             | 1               | 0.004  |
| 2644 | sarah_renay8472                | 1               | 0.004  |
| 2645 | sas.efremov                    | 1               | 0.004  |
| 2646 | sasha_jeon                     | 1               | 0.004  |
| 2647 | sashadigiulian                 | 1               | 0.004  |
| 2648 | sashamitty                     | 1               | 0.004  |
| 2649 | satanist_markus                | 1               | 0.004  |
| 2650 | sav.kaa                        | 1               | 0.004  |
| 2651 | savsjoklatterklubb             | 1               | 0.004  |
| 2652 | savy.joann                     | 1               | 0.004  |
| 2653 | scarpulla.moola                | 1               | 0.004  |
| 2654 | scheeringiscaring              | 1               | 0.004  |
| 2655 | scott_pagel                    | 1               | 0.004  |
| 2656 | scribe24_7                     | 1               | 0.004  |
| 2657 | seb.climb                      | 1               | 0.004  |
| 2658 | seb_astard                     | 1               | 0.004  |
| 2659 | sendfit_training               | 1               | 0.004  |
| 2660 | sending.in.socks               | 1               | 0.004  |
| 2661 | sendingdancy                   | 1               | 0.004  |
| 2662 | seriousclimbingdistribution    | 1               | 0.004  |
| 2663 | setmedynos19                   | 1               | 0.004  |
| 2664 | seung_climbing                 | 1               | 0.004  |
| 2665 | seungbeenssss                  | 1               | 0.004  |
| 2666 | seungweon_11                   | 1               | 0.004  |
| 2667 | shan_climbing                  | 1               | 0.004  |
| 2668 | sharkmonkeydino                | 1               | 0.004  |
| 2669 | shc_climbing                   | 1               | 0.004  |
| 2670 | shelby.denney                  | 1               | 0.004  |
| 2671 | shelly.boulders                | 1               | 0.004  |
| 2672 | shirleysends                   | 1               | 0.004  |
| 2673 | shombory                       | 1               | 0.004  |
| 2674 | short_162_climber              | 1               | 0.004  |
| 2675 | shortgirlclimbs                | 1               | 0.004  |
| 2676 | shortgirlxbeta                 | 1               | 0.004  |
| 2677 | shredite                       | 1               | 0.004  |
| 2678 | shymersortasends               | 1               | 0.004  |
| 2679 | sick_send_fails                | 1               | 0.004  |
| 2680 | sierrablaircoyl                | 1               | 0.004  |
| 2681 | simonlorenzi                   | 1               | 0.004  |
| 2682 | sinanjulnes                    | 1               | 0.004  |
| 2683 | singekinoclimber               | 1               | 0.004  |
| 2684 | singlepitch                    | 1               | 0.004  |
| 2685 | sjharrickey                    | 1               | 0.004  |
| 2686 | sleepeatclimbrepeat            | 1               | 0.004  |
| 2687 | slimyratgrasshopper            | 1               | 0.004  |
| 2688 | sloperseconds                  | 1               | 0.004  |
| 2689 | slowcrushhh                    | 1               | 0.004  |
| 2690 | slyngelyngel                   | 1               | 0.004  |
| 2691 | socialinsightio                | 1               | 0.004  |
| 2692 | soft.board.climbs              | 1               | 0.004  |
| 2693 | solari_dan                     | 1               | 0.004  |
| 2694 | solipsistic_dreams             | 1               | 0.004  |
| 2695 | solly.k.d                      | 1               | 0.004  |
| 2696 | somebodyneedsattention         | 1               | 0.004  |
| 2697 | son_rookie                     | 1               | 0.004  |
| 2698 | sonja_sketches                 | 1               | 0.004  |
| 2699 | soolex_climbing                | 1               | 0.004  |
| 2700 | soomonnn                       | 1               | 0.004  |
| 2701 | sophiaclimbs___                | 1               | 0.004  |
| 2702 | sparklyninja                   | 1               | 0.004  |
| 2703 | sparshfalls                    | 1               | 0.004  |
| 2704 | spieki_board_climbing          | 1               | 0.004  |
| 2705 | spray_lord_farquaad            | 1               | 0.004  |
| 2706 | ssol__m2                       | 1               | 0.004  |
| 2707 | stateclimbkilter               | 1               | 0.004  |
